"movie_id","movie_name","movie_distributor","movie_genre"
"Comedy_2002_73","30 Years to Life","","Comedy"
"Comedy_2002_74","The Mesmerist","","Comedy"
"Comedy_2002_75","The Next Big Thing","","Comedy"
"Comedy_2002_76","Zoolander","Paramount Pictures","Comedy"
"Comedy_2002_77","La Bûche","Empire Pictures","Comedy"
"Comedy_2002_78","The Phantom of Liberty","","Comedy"
"Comedy_2002_79","The Wetonkawa Flash","Indican Pictures","Comedy"
"Comedy_2002_80","Drôle de Félix","WinStar Cinema","Comedy"
"Comedy_2002_81","Secret Society","","Comedy"
"Comedy_2002_82","The 4th Tenor","","Comedy"
"Comedy_2002_83","Dead or Alive","","Comedy"
"Comedy_2002_84","Besotted","Artistic License","Comedy"
"Comedy_2002_85","Hit & Runway","","Comedy"
"Comedy_2003_1","Bruce Almighty","Universal","Comedy"
"Comedy_2003_2","Elf","New Line","Comedy"
"Comedy_2003_3","Anger Management","Sony Pictures","Comedy"
"Comedy_2003_4","Bringing Down the House","Walt Disney","Comedy"
"Comedy_2003_5","Freaky Friday","Walt Disney","Comedy"
"Comedy_2003_6","Scary Movie 3","Miramax/Dimension","Comedy"
"Comedy_2003_7","American Wedding","Universal","Comedy"
"Comedy_2003_8","Daddy Day Care","Sony Pictures","Comedy"
"Comedy_2003_9","Legally Blonde 2: Red, Whit…","MGM","Comedy"
"Comedy_2003_10","Cheaper by the Dozen","20th Century Fox","Comedy"
"Comedy_2003_11","School of Rock","Paramount Pictures","Comedy"
"Comedy_2003_12","Old School","Dreamworks SKG","Comedy"
"Comedy_2003_13","Under the Tuscan Sun","Walt Disney","Comedy"
"Comedy_2003_14","Head of State","Dreamworks SKG","Comedy"
"Comedy_2003_15","Uptown Girls","MGM","Comedy"
"Comedy_2003_16","Matchstick Men","Warner Bros.","Comedy"
"Comedy_2003_17","What a Girl Wants","Warner Bros.","Comedy"
"Comedy_2003_18","Malibu's Most Wanted","Warner Bros.","Comedy"
"Comedy_2003_19","Bend it Like Beckham","Fox Searchlight","Comedy"
"Comedy_2003_20","Stuck On You","20th Century Fox","Comedy"
"Comedy_2003_21","The Fighting Temptations","Paramount Pictures","Comedy"
"Comedy_2003_22","Dumb and Dumberer: When Har…","New Line","Comedy"
"Comedy_2003_23","Dickie Roberts: Former Chil…","Paramount Pictures","Comedy"
"Comedy_2003_24","The Medallion","Sony Pictures","Comedy"
"Comedy_2003_25","The In-Laws","Warner Bros.","Comedy"
"Comedy_2003_26","A Mighty Wind","Warner Bros.","Comedy"
"Comedy_2003_27","Adaptation","Sony Pictures","Comedy"
"Comedy_2003_28","View from the Top","Miramax","Comedy"
"Comedy_2003_29","Duplex","Miramax","Comedy"
"Comedy_2003_30","Mambo Italiano","Goldwyn Entertain…","Comedy"
"Comedy_2003_31","Le Divorce","Fox Searchlight","Comedy"
"Comedy_2003_32","Drumline","20th Century Fox","Comedy"
"Comedy_2003_33","Boat Trip","Artisan","Comedy"
"Comedy_2003_34","La Grande Seduction","Odeon Films","Comedy"
"Comedy_2003_35","It Runs in the Family","MGM","Comedy"
"Comedy_2003_36","Calendar Girls","Walt Disney","Comedy"
"Comedy_2003_37","Chasing Papi","20th Century Fox","Comedy"
"Comedy_2003_38","The Hot Chick","Walt Disney","Comedy"
"Comedy_2003_39","The Guru","Universal","Comedy"
"Comedy_2003_40","Pieces of April","MGM","Comedy"
"Comedy_2003_41","Marci X","Paramount Pictures","Comedy"
"Comedy_2003_42","Camp","IFC Films","Comedy"
"Comedy_2003_43","Analyze That","Warner Bros.","Comedy"
"Comedy_2003_44","Bubba Ho-Tep","Vitagraph Films","Comedy"
"Comedy_2003_45","Sweet Home Alabama","Walt Disney","Comedy"
"Comedy_2003_46","The R.M.","Halestone","Comedy"
"Comedy_2003_47","The Man Without a Past","Sony Pictures Cla…","Comedy"
"Comedy_2003_48","Party Monster","ContentFilm","Comedy"
"Comedy_2003_49","Friday After Next","New Line","Comedy"
"Comedy_2003_50","Pere et Fils","Odeon Films","Comedy"
"Comedy_2003_51","Barbershop","MGM","Comedy"
"Comedy_2003_52","Real Women Have Curves","Newmarket Films","Comedy"
"Comedy_2003_53","Manna From Heaven","Five Sisters Prod…","Comedy"
"Comedy_2003_54","Buffalo Soldiers","Miramax","Comedy"
"Comedy_2003_55","The Lawless Heart","","Comedy"
"Comedy_2003_56","The Singing Detective","Paramount Pictures","Comedy"
"Comedy_2003_57","The Trip","","Comedy"
"Comedy_2003_58","Annie Brocoli dans les fond…","","Comedy"
"Comedy_2003_59","The Battle of Shaker Heights","Miramax","Comedy"
"Comedy_2003_60","Foolproof","","Comedy"
"Comedy_2003_61","Charly","Excel Entertainment","Comedy"
"Comedy_2003_62","Chaos","New Yorker","Comedy"
"Comedy_2003_63","Sordid Lives","Regent Releasing","Comedy"
"Comedy_2003_64","Pride and Prejudice","Excel Entertainment","Comedy"
"Comedy_2003_65","Bon Voyage!","Walt Disney","Comedy"
"Comedy_2003_66","Super Sucker","","Comedy"
"Comedy_2003_67","Ek Aur Ek Gyarah","Eros Entertainment","Comedy"
"Comedy_2003_68","Green Card Fever","","Comedy"
"Comedy_2003_69","Almost Salinas","","Comedy"
"Comedy_2003_70","A Woman is a Woman","","Comedy"
"Comedy_2003_71","Igby Goes Down","MGM","Comedy"
"Comedy_2003_72","Babí léto","First Look","Comedy"
"Comedy_2003_73","30 Years to Life","","Comedy"
"Comedy_2003_74","Tadpole","Miramax","Comedy"
"Comedy_2003_75","Modern Times","Kino International","Comedy"
"Comedy_2003_76","Monty Python and the Holy G…","","Comedy"
"Comedy_2003_77","The Man from Elysian Fields","Samuel Goldwyn Films","Comedy"
"Comedy_2003_78","Hotel","","Comedy"
"Comedy_2003_79","Teknolust","","Comedy"
"Comedy_2003_80","18 ans après","","Comedy"
"Comedy_2003_81","Nine Dead Gay Guys","TLA Releasing","Comedy"
"Comedy_2003_82","Mostly Martha (Drei Sterne)","Paramount Vantage","Comedy"
"Comedy_2003_83","The Anarchist Cookbook","Innovation Film G…","Comedy"
"Comedy_2003_84","Martin and Orloff","Spit and Glue","Comedy"
"Comedy_2003_85","The Work and the Story","Off-Hollywood Dis…","Comedy"
"Comedy_2003_86","Da wan","Sony Pictures Cla…","Comedy"
"Comedy_2003_87","The Producers","","Comedy"
"Comedy_2004_1","Meet the Fockers","Universal","Comedy"
"Comedy_2004_2","Dodgeball: A True Underdog …","20th Century Fox","Comedy"
"Comedy_2004_3","Starsky & Hutch","Warner Bros.","Comedy"
"Comedy_2004_4","Mean Girls","Paramount Pictures","Comedy"
"Comedy_2004_5","Anchorman: The Legend of Ro…","Dreamworks SKG","Comedy"
"Comedy_2004_6","Christmas with the Kranks","Sony Pictures","Comedy"
"Comedy_2004_7","White Chicks","Sony Pictures","Comedy"
"Comedy_2004_8","Barbershop 2: Back in Business","MGM","Comedy"
"Comedy_2004_9","Without a Paddle","Paramount Pictures","Comedy"
"Comedy_2004_10","Cheaper by the Dozen","20th Century Fox","Comedy"
"Comedy_2004_11","Napoleon Dynamite","Fox Searchlight","Comedy"
"Comedy_2004_12","Raising Helen","Walt Disney","Comedy"
"Comedy_2004_13","Eternal Sunshine of the Spo…","Focus Features","Comedy"
"Comedy_2004_14","Fat Albert","20th Century Fox","Comedy"
"Comedy_2004_15","Team America: World Police","Paramount Pictures","Comedy"
"Comedy_2004_16","Johnson Family Vacation","Fox Searchlight","Comedy"
"Comedy_2004_17","Spanglish","Sony Pictures","Comedy"
"Comedy_2004_18","Confessions of a Teenage Dr…","Walt Disney","Comedy"
"Comedy_2004_19","Jersey Girl","Miramax","Comedy"
"Comedy_2004_20","Calendar Girls","Walt Disney","Comedy"
"Comedy_2004_21","Ella Enchanted","Miramax","Comedy"
"Comedy_2004_22","Mr. 3000","Walt Disney","Comedy"
"Comedy_2004_23","Life of Brian","Warner Bros.","Comedy"
"Comedy_2004_24","Harold & Kumar Go to White …","New Line","Comedy"
"Comedy_2004_25","Eurotrip","Dreamworks SKG","Comedy"
"Comedy_2004_26","My Baby's Daddy","Miramax","Comedy"
"Comedy_2004_27","The Whole Ten Yards","Warner Bros.","Comedy"
"Comedy_2004_28","The Life Aquatic with Steve…","Walt Disney","Comedy"
"Comedy_2004_29","Welcome to Mooseport","20th Century Fox","Comedy"
"Comedy_2004_30","New York Minute","Warner Bros.","Comedy"
"Comedy_2004_31","Soul Plane","MGM","Comedy"
"Comedy_2004_32","Envy","Dreamworks SKG","Comedy"
"Comedy_2004_33","Shaun of the Dead","Focus/Rogue Pictures","Comedy"
"Comedy_2004_34","Alfie","Paramount Pictures","Comedy"
"Comedy_2004_35","I Heart Huckabees","Fox Searchlight","Comedy"
"Comedy_2004_36","The Cookout","Lionsgate","Comedy"
"Comedy_2004_37","Surviving Christmas","Dreamworks SKG","Comedy"
"Comedy_2004_38","The Perfect Score","Paramount Pictures","Comedy"
"Comedy_2004_39","Saved!","MGM","Comedy"
"Comedy_2004_40","Connie and Carla","Universal","Comedy"
"Comedy_2004_41","The Big Bounce","Warner Bros.","Comedy"
"Comedy_2004_42","Club Dread","Fox Searchlight","Comedy"
"Comedy_2004_43","A Day Without a Mexican","Televisa Cine","Comedy"
"Comedy_2004_44","Good Bye, Lenin!","Sony Pictures Cla…","Comedy"
"Comedy_2004_45","Camping Sauvage","Alliance Films","Comedy"
"Comedy_2004_46","Stuck On You","20th Century Fox","Comedy"
"Comedy_2004_47","Elf","New Line","Comedy"
"Comedy_2004_48","Bon Voyage","Sony Pictures","Comedy"
"Comedy_2004_49","Dans une galaxie près de ch…","Distributor Unknown","Comedy"
"Comedy_2004_50","Coffee and Cigarettes","MGM","Comedy"
"Comedy_2004_51","La Grande Seduction","Odeon Films","Comedy"
"Comedy_2004_52","A Dirty Shame","Fine Line","Comedy"
"Comedy_2004_53","The Best Two Years","Halestorm Enterta…","Comedy"
"Comedy_2004_54","School of Rock","Paramount Pictures","Comedy"
"Comedy_2004_55","Bright Young Things","ThinkFilm","Comedy"
"Comedy_2004_56","Intermission","IFC Films","Comedy"
"Comedy_2004_57","Shaolin Soccer","Miramax","Comedy"
"Comedy_2004_58","The Last Shot","Walt Disney","Comedy"
"Comedy_2004_59","Scary Movie 3","Miramax/Dimension","Comedy"
"Comedy_2004_60","National Lampoon's Gold Dig…","P&A Releasing","Comedy"
"Comedy_2004_61","How to Get the Man's Foot O…","Sony Pictures Cla…","Comedy"
"Comedy_2004_62","She Hate Me","Sony Pictures","Comedy"
"Comedy_2004_63","Kitchen Stories","IFC Films","Comedy"
"Comedy_2004_64","Hair Show","Innovation Film G…","Comedy"
"Comedy_2004_65","Under the Tuscan Sun","Walt Disney","Comedy"
"Comedy_2004_66","Los novios búlgaros","TLA Releasing","Comedy"
"Comedy_2004_67","Wilbur Wants to Kill Himself","ThinkFilm","Comedy"
"Comedy_2004_68","In Good Company","Universal","Comedy"
"Comedy_2004_69","Remember Me, My Love","IDP Distribution","Comedy"
"Comedy_2004_70","Pride and Prejudice","Excel Entertainment","Comedy"
"Comedy_2004_71","Tais Toi","","Comedy"
"Comedy_2004_72","The Home Teachers","Halestorm Enterta…","Comedy"
"Comedy_2004_73","Danny Deckchair","Lionsgate","Comedy"
"Comedy_2004_74","Two Men Went to War","Indican Pictures","Comedy"
"Comedy_2004_75","Baptists At Our Barbecue","Film Movement","Comedy"
"Comedy_2004_76","Pieces of April","MGM","Comedy"
"Comedy_2004_77","The Lost Skeleton of Cadavra","","Comedy"
"Comedy_2004_78","Hulchul","","Comedy"
"Comedy_2004_79","Ha-Kochavim Shel Shlomi","Strand","Comedy"
"Comedy_2004_80","Modern Times","Kino International","Comedy"
"Comedy_2004_81","Annie Brocoli dans les fond…","","Comedy"
"Comedy_2004_82","My Mother Likes Women","Norador Productions","Comedy"
"Comedy_2004_83","The Seagull's Laughter","Cinema Guild","Comedy"
"Comedy_2004_84","Hollywood Buddha","Northern Arts Ent…","Comedy"
"Comedy_2004_85","Eulogy","Artisan","Comedy"
"Comedy_2004_86","Cachorro","TLA Releasing","Comedy"
"Comedy_2004_87","Un couple épatant","Magnolia Pictures","Comedy"
"Comedy_2004_88","Freaky Friday","Walt Disney","Comedy"
"Comedy_2004_89","Justice","Jujitsu Films","Comedy"
"Comedy_2004_90","Vodka Lemon","New Yorker","Comedy"
"Comedy_2004_91","Sex is Comedy","IFC Films","Comedy"
"Comedy_2004_92","Showboy","Regent Releasing","Comedy"
"Comedy_2004_93","Cowboys and Angels","TLA Releasing","Comedy"
"Comedy_2004_94","Last Life in the Universe","","Comedy"
